index,leverage_cap,status,timestamp
694,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.074546
698,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.089945
699,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.105763
700,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.120993
701,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.136600
703,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.152789
705,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.167790
710,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.183264
711,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.198882
713,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.214575
714,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.229490
715,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.244553
720,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.260175
721,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.274591
725,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.289426
731,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.304732
734,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.320251
735,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.335379
736,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.349923
740,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.364315
741,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.378898
742,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.394974
743,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.411043
746,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.427032
747,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.442530
748,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.457759
751,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.473102
756,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.488669
758,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.503127
762,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.517935
763,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.532507
764,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.546946
772,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.562328
774,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.577465
781,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.593899
782,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.609180
783,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.624953
784,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.640125
786,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.655515
791,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.670313
794,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.685461
796,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.700547
800,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.716088
802,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.731782
806,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.746518
807,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.760991
808,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.776293
811,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.791791
816,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.807872
818,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.825398
819,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.846786
820,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.862420
822,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.877947
825,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.895447
830,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.910705
837,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.926698
840,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.942031
843,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.956841
845,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.972222
848,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:45.988243
849,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.003034
850,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.017816
852,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.032109
853,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.047003
856,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.062113
860,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.077292
861,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.093686
864,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.107859
865,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.123750
869,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.139246
870,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.154080
871,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.169454
873,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.184700
874,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.200598
875,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.215358
876,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.231692
877,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.247339
878,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.262625
880,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.277866
881,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.293796
883,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.308982
884,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.323317
887,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.337928
890,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.353537
891,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.368613
895,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.384116
897,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.399661
899,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.414797
901,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.429739
902,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.444795
904,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.459989
907,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.475036
910,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.490580
911,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.506679
912,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.521354
915,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.536625
916,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.551527
918,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.567004
921,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.582653
923,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.598861
924,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.614082
928,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.630763
929,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.645719
930,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.660034
933,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.676277
940,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.692083
943,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.708111
946,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.723393
947,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.738836
948,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.753636
951,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.769095
955,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.784840
958,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.800742
960,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.815920
961,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.831245
962,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.846746
964,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.863627
971,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.879126
972,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.896106
973,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.910752
978,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.926115
979,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.941639
982,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.956411
984,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.971750
992,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:46.987145
995,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.002589
996,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.016941
998,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.031292
1000,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.045789
1002,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.059951
1003,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.075592
1005,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.091736
1007,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.107477
1008,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.122527
1009,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.137233
1011,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.152502
1015,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.167851
1018,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.183640
1022,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.199538
1023,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.214477
1026,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.230059
1027,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.246089
1030,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.261576
1031,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.276330
1032,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.291652
1037,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.308448
1045,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.323520
1046,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.338583
1047,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.353497
1049,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.368659
1053,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.384094
1056,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.399780
1057,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.414287
1058,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.428397
1061,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.444659
1063,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.460182
1066,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.475075
1067,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.489622
1077,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.503522
1078,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.518723
1080,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.534497
1082,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.549888
1085,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.565107
1088,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.579955
1089,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.595090
1090,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.609504
1091,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.624504
1092,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.640482
1095,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.656023
1098,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.671461
1103,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.687738
1106,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.703442
1110,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.718815
1112,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.733104
1113,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.747673
1116,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.763319
1118,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.778627
1119,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.794289
1120,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.808952
1121,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.824634
1127,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.841080
1128,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.861539
1129,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.877424
1130,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.894969
1134,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.910905
1135,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.925580
1137,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.941858
1138,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.957218
1144,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.972489
1145,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:47.987824
1146,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.002323
1147,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.016690
1151,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.031182
1152,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.045912
1153,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.060483
1154,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.075573
1156,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.090772
1157,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.105856
1159,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.120289
1161,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.134869
1166,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.150844
1167,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.165574
1169,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.180979
1170,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.197440
1171,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.213343
1172,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.227296
1173,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.243141
1174,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.259845
1179,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.274940
1180,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.289638
1182,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.305232
1183,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.319935
1184,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.335487
1185,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.350122
1186,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.365074
1187,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.380072
1188,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.395743
1189,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.412462
1191,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.427035
1192,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.442148
1195,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.457983
1196,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.472390
1197,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.486724
1199,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.502205
1202,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.517858
1203,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.533116
1208,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.548352
1211,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.563011
1214,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.578674
1215,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.593652
1218,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.609203
1221,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.624023
1226,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.638367
1227,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.652380
1228,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.667153
1231,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.681859
1235,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.697524
1237,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.713254
1243,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.729085
1244,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.744643
1245,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.760143
1246,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.775168
1248,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.790159
1251,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.804632
1252,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.820687
1260,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.835881
1261,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.850836
1264,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.865801
1265,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.880783
1269,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.896220
1271,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.910893
1276,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.926820
1279,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.942051
1280,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.956814
1281,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.970994
1283,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:48.985125
1284,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.000531
1285,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.015516
1287,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.030665
1288,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.046139
1289,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.060414
1291,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.075285
1293,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.090817
1294,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.105969
1300,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.121476
1303,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.136042
1306,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.150476
1307,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.165147
1308,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.179730
1309,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.194192
1310,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.209892
1313,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.224600
1317,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.239809
1318,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.254348
1319,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.268467
1321,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.282890
1322,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.298653
1324,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.313351
1326,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.328767
1328,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.343482
1332,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.358160
1336,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.372670
1340,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.387515
1343,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.403358
1344,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.418441
1345,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.433366
1348,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.448361
1349,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.467912
1350,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.485606
1353,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.503939
1356,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.520460
1358,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.539910
1361,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.554537
1362,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.570831
1364,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.585723
1367,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.601750
1368,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.616879
1372,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.631908
1373,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.647018
1374,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.662509
1375,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.677469
1376,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.692452
1381,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.708636
1384,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.725040
1387,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.740457
1388,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.755752
1391,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.771290
1395,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.785769
1396,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.800790
1398,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.814916
1399,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.831067
1400,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.845598
1406,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.860850
1411,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.875698
1417,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.890596
1420,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.908460
1422,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.924127
1423,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.940811
1424,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.957652
1425,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.974088
1426,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:49.990639
1427,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.006946
1428,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.022545
1429,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.040329
1430,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.055455
1433,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.069944
1435,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.084352
1437,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.100000
1439,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.114802
1440,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.129916
1443,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.145541
1445,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.161398
1446,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.176836
1448,0.1,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.191924
1449,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.207507
1450,0.5,Bio Stress Detected - Trade Adjusted,2026-05-11 07:30:50.222239
